tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
786,ActionPerform-eat,0.9,ActionSmash-key_5,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionwait
787,ActionShakeHead-agent_2,0.9,ActionGrab-box_4,0.5,ActionClose-box_4,0.1,agent_1-actionspeak-hello!
788,ActionPutInto-box_4-box_4,0.9,ActionWait,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionmoveto-box_4
789,ActionRotateTo-agent_2,0.9,ActionSmash-box_4,0.5,ActionGrab-key_5,0.1,agent_1-actionwait
790,ActionWaveHand-agent_2,0.9,ActionGrab-box_4,0.5,ActionMoveTo-box_4,0.1,agent_1-actionpointto-box_4
791,ActionPlay-box_4-agent_2,0.9,ActionObserveAgent-agent_2,0.5,ActionPutOnto-box_4-box_4,0.1,agent_1-actionspeak-hello!
792,ActionPutDown-box_4,0.9,ActionWait,0.5,ActionPutOnto-box_4-box_4,0.1,agent_1-actionpointto-box_4
793,ActionOpen-key_5,0.9,ActionSmash-key_5,0.5,ActionMoveTo-box_4,0.1,agent_1-actionwait
794,ActionUnlock-banana_7-box_6,0.9,ActionPutOnto-banana_7-banana_7,0.5,ActionWaveHand,0.1,agent_1-actionmoveto-box_4
795,ActionGiveTo-books_3-agent_2,0.9,ActionUnlock-box_4-banana_7,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionmoveto-agent_2
796,ActionUnlock-box_4-box_4,0.9,ActionClose-box_4,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionmoveto-agent_2
797,ActionOpen-books_3,0.9,ActionPointTo-box_4,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-agent_2
798,ActionShakeHead-agent_2,0.9,ActionPutDown-box_4,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-agent_2
799,ActionFollowPointing-agent_2,0.9,ActionRotateTo-agent_2,0.5,ActionEat-timer_5,0.1,agent_1-actionmoveto-banana_7
800,ActionFollowPointing-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionWait,0.1,agent_1-actionmoveto-agent_2
801,ActionObserveAgent-agent_2,0.9,ActionSmash-box_4,0.5,ActionPerform-eat,0.1,agent_1-actionmoveto-agent_2
802,ActionMoveTo-agent_2,0.9,ActionPutDown-timer_5,0.5,ActionGrab-box_4,0.1,agent_1-actionmoveto-agent_2
803,ActionFollowPointing-agent_2,0.9,ActionPointTo-timer_5,0.5,ActionPointTo-box_6,0.1,agent_1-actionpointto-box_4
804,ActionPutInto-dumbbell_3-books_5,0.9,ActionUnlock-dumbbell_3-dumbbell_3,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionmoveto-dumbbell_3
805,ActionPutOnto-table_4-books_5,0.9,ActionPutInto-dumbbell_3-dumbbell_3,0.5,ActionEat-dumbbell_3,0.1,agent_1-actiongrab-dumbbell_3
806,ActionPerform-drink,0.9,ActionSpeak-Thank you!,0.5,ActionPerform-drink,0.1,agent_1-actionmoveto-table_4
807,ActionSpeak-Thank you!,0.9,ActionMoveToAttention-agent_2,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionputonto-dumbbell_3
808,ActionShakeHead-agent_1,0.9,ActionShakeHead-agent_1,0.5,ActionPutDown-box_7,0.1,"agent_2-actionrotateto-[-196.0, -294.0]"
809,ActionPutInto-box_7-cup_4,0.9,ActionGiveTo-cup_4-agent_1,0.5,ActionShakeHead-agent_1,0.1,"agent_2-actionmoveto-[126.0, -434.0]"
810,ActionEat-cup_4,0.9,ActionEat-box_7,0.5,ActionPlay-cup_4-agent_1,0.1,"agent_2-actionmoveto-[672.0, -532.0]"
811,ActionPointTo-cup_4,0.9,ActionWaveHand-agent_1,0.5,ActionPutOnto-box_7-box_7,0.1,agent_2-actionwait
812,ActionEat-cup_4,0.9,ActionGrab-box_7,0.5,ActionEat-cup_4,0.1,agent_2-actionwait
813,ActionMoveToAttention,0.9,ActionPerform-drink,0.5,ActionPutInto-key_7-box_6,0.1,"agent_1-actionrotateto-[602.0, -336.0]"
814,ActionEat-key_7,0.9,ActionSpeak-Thank you!,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-key_7
815,ActionWaveHand-agent_2,0.9,ActionNodHead-agent_2,0.5,ActionPlay-key_7-agent_2,0.1,agent_1-actiongrab-key_7
816,ActionGrab-key_7,0.9,ActionPerform-drink,0.5,ActionWait,0.1,agent_1-actionmoveto-box_6
817,ActionEat-key_7,0.9,ActionMoveTo-key_7,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionunlock-box_6
818,ActionPutInto-box_6-box_6,0.9,ActionOpen-chess_5,0.5,ActionGrab-box_4,0.1,agent_1-actionopen-box_6
819,ActionFollowPointing,0.9,ActionNodHead,0.5,ActionPlay,0.1,agent_2-actionspeak-hello!
820,ActionWait,0.9,ActionNodHead,0.5,ActionSmash-box_7,0.1,agent_2-actionmoveto-chess_6
821,ActionOpen-box_7,0.9,ActionMoveTo-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actiongrab-chess_6
822,ActionShakeHead-agent_1,0.9,ActionPerform-eat,0.5,ActionClose-books_3,0.1,agent_2-actionrotateto-box_4
823,ActionSmash-key_5,0.9,ActionRotateTo-key_5,0.5,ActionPutOnto-key_5-box_7,0.1,agent_2-actionmovetoattention-agent_1
824,ActionPointTo-box_7,0.9,ActionPutOnto-box_7-key_5,0.5,ActionPlay-chess_6-agent_1,0.1,agent_2-actionmoveto-agent_1
825,ActionGrab-chess_6,0.9,ActionSpeak-Thank you!,0.5,ActionPerform-drink,0.1,agent_2-actionrotateto-box_4
826,ActionPutOnto-chess_6-chess_6,0.9,ActionUnlock-books_3-chess_6,0.5,ActionNodHead-agent_1,0.1,agent_2-actiongrab-books_3
827,ActionGiveTo-books_3-agent_1,0.9,ActionWait,0.5,ActionPutInto-key_5-chess_6,0.1,"agent_2-actionrotateto-[-364.0, 84.0]"
828,ActionSpeak-Thank you!,0.9,ActionClose-chess_6,0.5,ActionRotateTo-agent_1,0.1,agent_2-actionspeak-hello!
829,ActionMoveTo-table_4,0.9,ActionWaveHand-agent_1,0.5,ActionPutDown-books_5,0.1,agent_2-actionmovetoattention-agent_1
830,ActionUnlock-table_4-dumbbell_3,0.9,ActionRotateTo-agent_1,0.5,ActionNodHead-agent_1,0.1,agent_2-actionmoveto-table_4
831,ActionSpeak-Hello!,0.9,ActionOpen-dumbbell_3,0.5,ActionWait,0.1,agent_2-actionwait
832,ActionSmash-box_4,0.9,ActionWait,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionrotateto-agent_1
833,ActionWaveHand,0.9,ActionEat-box_4,0.5,ActionMoveTo-box_4,0.1,agent_2-actionrotateto-box_4
834,ActionPlay-key_3-agent_1,0.9,ActionClose-key_3,0.5,ActionUnlock-box_4-key_3,0.1,agent_2-actionmoveto-box_5
835,ActionGiveTo-box_5-agent_1,0.9,ActionPutDown-box_5,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionfollowpointing-agent_1
836,ActionRotateTo-agent_1,0.9,ActionOpen-key_3,0.5,ActionMoveTo-key_3,0.1,agent_2-actionwait
837,ActionWaveHand-agent_1,0.9,ActionPutInto-box_4-box_5,0.5,ActionPerform-drink,0.1,agent_2-actionmoveto-box_4
838,ActionFollowPointing-agent_1,0.9,ActionPointTo-box_4,0.5,ActionGrab-box_5,0.1,agent_2-actionopen-box_4
839,ActionGiveTo-chess_9-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionGiveTo-shelf_4-agent_2,0.1,agent_1-actionmoveto-shelf_4
840,ActionPerform-drink,0.9,ActionShakeHead-agent_2,0.5,ActionWait,0.1,agent_1-actionopen-shelf_4
841,ActionWait,0.9,ActionMoveTo-agent_2,0.5,ActionWait,0.1,agent_1-actiongrab-banana_3
842,ActionSpeak-Thank you!,0.9,ActionFollowPointing,0.5,ActionSpeak-Hello!,0.1,"agent_2-actionmoveto-[-98.0, -70.00000000000011]"
843,ActionClose-books_5,0.9,ActionGrab-box_8,0.5,ActionPutInto-box_8-box_8,0.1,"agent_2-actionmoveto-[-336.0, -70.00000000000011]"
844,ActionFollowPointing,0.9,ActionSmash,0.5,ActionPutOnto,0.1,agent_2-actionspeak-hello!
845,ActionObserveAgent,0.9,ActionPlay,0.5,ActionPutOnto,0.1,agent_2-actionspeak-hello!
846,ActionNodHead-agent_1,0.9,ActionPutOnto-chess_3-chess_3,0.5,ActionUnlock-chess_3-chess_3,0.1,agent_2-actionwait
847,ActionShakeHead-agent_1,0.9,ActionGiveTo-chess_3-agent_1,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwavehand
848,ActionGrab-chess_3,0.9,ActionPutDown-chess_3,0.5,ActionClose-chess_3,0.1,agent_2-actionwait
849,ActionPointTo-agent_1,0.9,ActionSmash-chess_3,0.5,ActionWait,0.1,agent_2-actiongrab-chess_3
850,ActionMoveToAttention-agent_1,0.9,ActionPutDown-chess_3,0.5,ActionOpen-chess_3,0.1,agent_2-actionspeak-thank you!
851,ActionPointTo-agent_1,0.9,ActionGiveTo-chess_3-agent_1,0.5,ActionPerform-drink,0.1,agent_2-actionwait
852,ActionPutDown-chess_3,0.9,ActionFollowPointing-agent_1,0.5,ActionClose-chess_3,0.1,agent_2-actionwait
853,ActionOpen-chess_3,0.9,ActionSmash-chess_3,0.5,ActionGrab-chess_3,0.1,agent_2-actionwait
854,ActionGrab-box_5,0.9,ActionPutOnto-box_5-box_5,0.5,ActionMoveToAttention,0.1,"agent_1-actionmoveto-[-392.0, 210.00000000000006]"
855,ActionClose-dumbbell_3,0.9,ActionGrab-box_5,0.5,ActionGiveTo-box_5,0.1,"agent_1-actionrotateto-[-28.0, 336.0]"
856,ActionWait,0.9,ActionWait,0.5,ActionOpen-table_8,0.1,"agent_1-actionmoveto-[-476.0, -462.0]"
857,ActionMoveTo-table_4,0.9,ActionClose-books_11,0.5,ActionShakeHead,0.1,"agent_1-actionrotateto-[-14.0, -560.0]"
858,ActionWaveHand-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionSpeak-Hello!,0.1,"agent_1-actionmoveto-[210.0, -490.0]"
859,ActionPerform-drink,0.9,ActionSmash-key_10,0.5,ActionSmash-box_5,0.1,agent_1-actionspeak-hello!
860,ActionObserveAgent-agent_2,0.9,ActionWaveHand-agent_2,0.5,ActionMoveTo-agent_2,0.1,"agent_1-actionrotateto-[364.0, 14.0]"
861,ActionOpen-table_4,0.9,ActionEat-box_5,0.5,ActionClose-dumbbell_3,0.1,"agent_1-actionmoveto-[182.0, -140.0]"
862,ActionPointTo-table_4,0.9,ActionObserveAgent-agent_2,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionwait
863,ActionEat-box_4,0.9,ActionPutInto-key_3-key_3,0.5,ActionPerform-eat,0.1,agent_2-actionopen-box_4
864,ActionMoveTo-key_3,0.9,ActionOpen-box_4,0.5,ActionRotateTo-dumbbell_8,0.1,agent_2-actionrotateto-box_6
865,ActionShakeHead-agent_1,0.9,ActionGiveTo-dumbbell_8-agent_1,0.5,ActionGrab-key_7,0.1,agent_2-actionwait
866,ActionMoveTo-dumbbell_8,0.9,ActionWait,0.5,ActionPointTo-agent_1,0.1,agent_2-actionwait
867,ActionPutInto-key_7-box_6,0.9,ActionEat-dumbbell_8,0.5,ActionPutDown-box_6,0.1,agent_2-actionwait
868,ActionPutOnto-dumbbell_4-books_5,0.9,ActionGiveTo-books_5,0.5,ActionMoveTo-dumbbell_4,0.1,agent_1-actionspeak-hello!
869,ActionMoveToAttention-agent_2,0.9,ActionMoveTo-dumbbell_4,0.5,ActionPutInto-key_3-books_5,0.1,agent_1-actionrotateto-key_3
870,ActionShakeHead-agent_2,0.9,ActionPutInto-key_3-books_5,0.5,ActionOpen-books_5,0.1,"agent_1-actionrotateto-[686.0, 252.0]"
871,ActionSmash-key_3,0.9,ActionEat-dumbbell_4,0.5,ActionPlay-dumbbell_4-agent_2,0.1,"agent_1-actionrotateto-[-532.0, 588.0]"
872,ActionSpeak-Hello!,0.9,ActionNodHead-agent_2,0.5,ActionWaveHand-agent_2,0.1,"agent_1-actionrotateto-[-574.0, -644.0]"
873,ActionNodHead-agent_2,0.9,ActionGrab-books_5,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionrotateto-agent_2
874,ActionShakeHead-agent_2,0.9,ActionObserveAgent-agent_2,0.5,ActionGrab-key_3,0.1,agent_1-actionspeak-hello!
875,ActionPointTo-dumbbell_4,0.9,ActionWaveHand-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionwait
876,ActionWaveHand-agent_2,0.9,ActionPlay-key_4-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-agent_2
877,ActionPutDown-key_4,0.9,ActionPutInto-key_4-key_4,0.5,ActionSmash-key_4,0.1,agent_1-actionmoveto-key_4
878,ActionPlay-key_4-agent_2,0.9,ActionRotateTo-XY,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionspeak-thank you!
879,ActionWait,0.9,ActionOpen-key_4,0.5,ActionPointTo-box_3,0.1,agent_1-actiongrab-key_4
880,ActionPlay-key_4-agent_2,0.9,ActionSpeak-Thank you!,0.5,ActionMoveTo-agent_2,0.1,agent_1-actionmoveto-box_3
881,ActionOpen-key_4,0.9,ActionPointTo-box_3,0.5,ActionUnlock-key_4-key_4,0.1,agent_1-actionunlock-box_3
882,ActionGiveTo-box_3-agent_2,0.9,ActionUnlock-key_4-box_3,0.5,ActionSpeak-Hello!,0.1,agent_1-actionopen-box_3
883,ActionNodHead,0.9,ActionPutOnto,0.5,ActionShakeHead,0.1,agent_1-actionmoveto-box_5
884,ActionPutOnto-key_3-key_3,0.9,ActionPutDown-box_5,0.5,ActionMoveTo-key_3,0.1,agent_1-actionopen-box_5
885,ActionNodHead,0.9,ActionUnlock-box_5-key_3,0.5,ActionEat-shelf_4,0.1,agent_1-actionmoveto-shelf_4
886,ActionRotateTo-shelf_4,0.9,ActionObserveAgent,0.5,ActionUnlock-box_5-shelf_4,0.1,agent_1-actionopen-shelf_4
887,ActionWait,0.9,ActionUnlock,0.5,ActionNodHead-agent_2,0.1,agent_1-actionmovetoattention-agent_2
888,ActionClose-dumbbell_5,0.9,ActionSpeak-Thank you!,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-dumbbell_5
889,ActionPutDown-dumbbell_5,0.9,ActionNodHead-agent_2,0.5,ActionMoveTo-agent_2,0.1,agent_1-actiongrab-dumbbell_5
890,ActionSpeak-Hello!,0.9,ActionSmash-dumbbell_5,0.5,ActionSpeak-Hello!,0.1,agent_1-actionmoveto-table_6
891,ActionSmash-table_6,0.9,ActionSpeak-Hello!,0.5,ActionUnlock-dumbbell_5-table_6,0.1,agent_1-actionputdown-dumbbell_5
892,ActionPlay-table_6-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionGrab-dumbbell_5,0.1,agent_1-actionnodhead
893,ActionPutOnto-dumbbell_5-dumbbell_5,0.9,ActionPerform-eat,0.5,ActionPointTo-agent_2,0.1,agent_1-actionnodhead
894,ActionEat-table_6,0.9,ActionUnlock-table_6-dumbbell_5,0.5,ActionNodHead-agent_2,0.1,agent_1-actionspeak-thank you!
895,ActionRotateTo-agent_2,0.9,ActionEat-table_6,0.5,ActionGrab-table_6,0.1,agent_1-actionnodhead
896,ActionSpeak-Hello!,0.9,ActionWaveHand-agent_2,0.5,ActionWaveHand-agent_2,0.1,agent_1-actiongrab-key_5
897,ActionNodHead-agent_2,0.9,ActionRotateTo-box_4,0.5,ActionRotateTo-agent_2,0.1,agent_1-actionmoveto-box_4
898,ActionMoveToAttention-agent_2,0.9,ActionPutDown-key_5,0.5,ActionPutDown-key_5,0.1,agent_1-actionunlock-box_4
899,ActionPutOnto-box_4-box_4,0.9,ActionGrab-banana_3,0.5,ActionRotateTo-XY,0.1,agent_1-actionopen-box_4
900,ActionClose-cup_3,0.9,ActionObserveAgent,0.5,ActionMoveToAttention,0.1,agent_1-actionmoveto-cup_3
901,ActionUnlock-banana_6-cup_3,0.9,ActionPerform-drink,0.5,ActionWait,0.1,agent_1-actiongrab-cup_3
902,ActionPerform-drink,0.9,ActionPerform-eat,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionfollowpointing-agent_1
903,ActionClose-table_5,0.9,ActionGiveTo-table_5-agent_1,0.5,ActionPutOnto-table_5-table_5,0.1,agent_2-actionmoveto-agent_1
904,ActionPutDown-table_5,0.9,ActionObserveAgent-agent_1,0.5,ActionPerform-drink,0.1,agent_2-actionmoveto-chess_4
905,ActionPutDown-chess_4,0.9,ActionPerform-eat,0.5,ActionOpen-chess_4,0.1,agent_2-actionplay-chess_4
906,ActionPlay-chess_4-agent_1,0.9,ActionWait,0.5,ActionPutInto-chess_4-chess_4,0.1,"agent_2-actionrotateto-[-546.0, 210.00000000000006]"
907,ActionPutInto-chess_4-table_5,0.9,ActionGrab-chess_4,0.5,ActionClose-chess_4,0.1,"agent_2-actionrotateto-[196.0, 238.0]"
908,ActionNodHead-agent_1,0.9,ActionGrab-chess_4,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionplay-chess_4
909,ActionPerform-eat,0.9,ActionFollowPointing-agent_1,0.5,ActionRotateTo-table_5,0.1,agent_2-actionplay-chess_4
910,ActionGiveTo-chess_3-agent_1,0.9,ActionPutDown-chess_3,0.5,ActionGrab-chess_3,0.1,agent_2-actionpointto-chess_3
911,ActionPutInto-chess_3-chess_3,0.9,ActionEat-table_5,0.5,ActionMoveTo-agent_1,0.1,"agent_2-actionrotateto-[-70.0, -406.0]"
912,ActionPerform-eat,0.9,ActionPointTo-agent_2,0.5,ActionUnlock,0.1,agent_1-actionmoveto-agent_2
913,ActionFollowPointing-agent_2,0.9,ActionClose-dumbbell_3,0.5,ActionPutOnto-dumbbell_3-dumbbell_3,0.1,agent_1-actionfollowpointing-agent_2
914,ActionRotateTo-agent_1,0.9,ActionPutOnto-chess_3-chess_3,0.5,ActionPutDown-chess_3,0.1,agent_2-actionmoveto-agent_1
915,ActionObserveAgent-agent_1,0.9,ActionRotateTo-chess_3,0.5,ActionUnlock-shelf_4-chess_3,0.1,agent_2-actionmoveto-shelf_4
916,ActionGrab-shelf_4,0.9,ActionPointTo-chess_3,0.5,ActionUnlock-shelf_4-shelf_4,0.1,agent_2-actionopen-shelf_4
917,ActionUnlock-shelf_4-chess_3,0.9,ActionObserveAgent-agent_1,0.5,ActionSmash-chess_3,0.1,agent_2-actiongrab-chess_3
918,ActionSmash-timer_5,0.9,ActionWait,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionmovetoattention-agent_1
919,ActionClose-timer_5,0.9,ActionPlay-timer_5-agent_1,0.5,ActionPutDown-chess_3,0.1,agent_2-actionplay-chess_3
920,ActionPutDown-box_4,0.9,ActionPerform-drink,0.5,ActionUnlock-box_4-box_4,0.1,"agent_2-actionrotateto-[-616.0, 14.0]"
921,ActionClose-box_4,0.9,ActionRotateTo-box_4,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionrotateto-box_4
922,ActionClose-box_4,0.9,ActionRotateTo-agent_1,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionmoveto-box_4
923,ActionMoveToAttention-agent_1,0.9,ActionGiveTo-box_6-agent_1,0.5,ActionClose-box_4,0.1,agent_2-actionopen-box_4
924,ActionOpen-dumbbell_5,0.9,ActionRotateTo-box_4,0.5,ActionEat-box_4,0.1,"agent_2-actionrotateto-[-210.00000000000006, -602.0]"
925,ActionPutInto-cup_4-cup_4,0.9,ActionWaveHand,0.5,ActionPutOnto-cup_4-cup_4,0.1,agent_1-actiongrab-cup_4
926,ActionPerform-drink,0.9,ActionPlay-table_3-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-table_3
927,ActionSpeak-Thank you!,0.9,ActionWait,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionputonto-cup_4
928,ActionMoveToAttention-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionPointTo-agent_1,0.1,agent_2-actionwait
929,ActionWaveHand-agent_1,0.9,ActionClose-box_4,0.5,ActionPerform-eat,0.1,agent_2-actionwait
930,ActionPutDown-chess_3,0.9,ActionMoveToAttention-agent_1,0.5,ActionEat-box_4,0.1,agent_2-actionwait
931,ActionGiveTo-box_4-agent_1,0.9,ActionMoveToAttention-agent_1,0.5,ActionGrab-table_6,0.1,agent_2-actionwait
932,ActionEat-box_4,0.9,ActionMoveToAttention-agent_1,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionwait
933,ActionShakeHead-agent_1,0.9,ActionOpen-key_5,0.5,ActionWait,0.1,agent_2-actionwait
934,ActionPutOnto-key_5-box_4,0.9,ActionNodHead-agent_1,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionwait
935,ActionClose-shelf_6,0.9,ActionSpeak-Hello!,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionmoveto-shelf_6
936,ActionGrab-shelf_6,0.9,ActionRotateTo-key_5,0.5,ActionPutDown-shelf_6,0.1,agent_1-actiongrab-key_5
937,ActionEat-key_5,0.9,ActionPointTo-key_5,0.5,ActionGrab-shelf_6,0.1,"agent_1-actionmoveto-[-140.0, -168.0]"
938,ActionGiveTo-key_5-agent_2,0.9,ActionUnlock-chess_3-box_4,0.5,ActionNodHead-agent_2,0.1,"agent_1-actionrotateto-[-307.99999999999994, -97.99999999999989]"
939,ActionNodHead-agent_1,0.9,ActionGiveTo-shelf_4-agent_1,0.5,ActionNodHead-agent_1,0.1,agent_2-actionspeak-hello!
940,ActionOpen-books_5,0.9,ActionPointTo-shelf_4,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionpointto-dumbbell_3
941,ActionShakeHead-agent_2,0.9,ActionEat-box_5,0.5,ActionGiveTo-shelf_4-agent_2,0.1,agent_1-actionmovetoattention-agent_2
942,ActionPutInto-chess_10-shelf_4,0.9,ActionUnlock-shelf_4-cup_3,0.5,ActionPointTo-box_5,0.1,agent_1-actionmoveto-cup_3
943,ActionWait,0.9,ActionClose-chess_10,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionwait
944,ActionPointTo-key_9,0.9,ActionMoveToAttention-agent_2,0.5,ActionPutDown-cup_3,0.1,agent_1-actionmoveto-cup_3
945,ActionFollowPointing-agent_2,0.9,ActionPutOnto-chess_10-dumbbell_11,0.5,ActionPutDown-box_5,0.1,agent_1-actionmoveto-cup_3
946,ActionWaveHand-agent_2,0.9,ActionMoveTo-cup_3,0.5,ActionClose-table_6,0.1,agent_1-actionrotateto-table_6
947,ActionPlay-banana_8-agent_2,0.9,ActionEat-banana_8,0.5,ActionClose-table_6,0.1,agent_1-actionrotateto-table_6
948,ActionPlay-table_5-agent_2,0.9,ActionPutInto-table_5-table_5,0.5,ActionShakeHead-agent_2,0.1,"agent_1-actionrotateto-[-546.0, -336.0]"
949,ActionFollowPointing-agent_2,0.9,ActionPlay-box_6-agent_2,0.5,ActionObserveAgent-agent_2,0.1,"agent_1-actionrotateto-[-294.0, -308.0]"
950,ActionWaveHand-agent_2,0.9,ActionOpen-table_5,0.5,ActionSpeak-Hello!,0.1,agent_1-actionrotateto-agent_2
951,ActionPutOnto-table_8-table_8,0.9,ActionMoveToAttention-agent_2,0.5,ActionMoveTo-table_5,0.1,agent_1-actionrotateto-agent_2
952,ActionMoveTo-table_5,0.9,ActionPlay-box_4-agent_2,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-agent_2
953,ActionPerform-eat,0.9,ActionPutDown-books_7,0.5,ActionOpen-table_8,0.1,"agent_1-actionmoveto-[112.0, -154.0]"
954,ActionEat-key_3,0.9,ActionPerform-eat,0.5,ActionWaveHand-agent_2,0.1,"agent_1-actionrotateto-[84.00000000000011, -14.0]"
955,ActionPutInto-box_6-books_7,0.9,ActionSpeak-Hello!,0.5,ActionPerform-eat,0.1,agent_1-actionmoveto-key_3
956,ActionNodHead-agent_2,0.9,ActionPlay-table_8-agent_2,0.5,ActionPutInto-key_3-key_3,0.1,agent_1-actiongrab-key_3
957,ActionWaveHand,0.9,ActionWaveHand,0.5,ActionClose-books_3,0.1,agent_1-actionmoveto-key_8
958,ActionUnlock-key_8-box_4,0.9,ActionWaveHand-agent_2,0.5,ActionPutInto-key_8-key_8,0.1,agent_1-actiongrab-key_8
959,ActionClose-key_8,0.9,ActionFollowPointing-agent_2,0.5,ActionUnlock-box_7-box_7,0.1,agent_1-actionmoveto-chess_6
960,ActionFollowPointing-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionPointTo-key_8,0.1,agent_1-actionunlock-box_7
961,ActionNodHead-agent_2,0.9,ActionObserveAgent-agent_2,0.5,ActionPutDown-key_8,0.1,agent_1-actionmoveto-agent_2
962,ActionFollowPointing-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionPutInto-key_8-key_8,0.1,agent_1-actionrotateto-books_3
963,ActionGiveTo-chess_6-agent_2,0.9,ActionEat-books_3,0.5,ActionEat-key_8,0.1,"agent_1-actionrotateto-[-336.0, -560.0]"
964,ActionMoveToAttention-agent_2,0.9,ActionPointTo-agent_2,0.5,ActionEat-box_4,0.1,"agent_1-actionrotateto-[518.0, -560.0]"
965,ActionPutOnto-key_8-box_4,0.9,ActionPerform-eat,0.5,ActionSmash-key_8,0.1,"agent_1-actionrotateto-[-448.0, 307.99999999999994]"
966,ActionMoveToAttention-agent_2,0.9,ActionRotateTo-key_8,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionrotateto-key_8
967,ActionRotateTo-books_6,0.9,ActionMoveTo-agent_1,0.5,ActionPutDown-table_4,0.1,agent_2-actionperform-drink
968,ActionClose,0.9,ActionPlay,0.5,ActionMoveTo-XY,0.1,"agent_2-actionmoveto-[-28.0, -294.0]"
969,ActionShakeHead-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionClose-key_4,0.1,"agent_2-actionmoveto-[-28.0, -210.0]"
970,ActionFollowPointing-agent_1,0.9,ActionGiveTo-key_4-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,"agent_2-actionmoveto-[70.00000000000011, -140.0]"
971,ActionMoveToAttention-agent_1,0.9,ActionPointTo-agent_1,0.5,ActionMoveTo-XY,0.1,agent_2-actionmoveto-agent_1
972,ActionPutDown-key_4,0.9,ActionNodHead-agent_1,0.5,ActionMoveTo-XY,0.1,"agent_2-actionmoveto-[308.0, -84.00000000000011]"
973,ActionWaveHand-agent_1,0.9,ActionWait,0.5,ActionPointTo-key_4,0.1,"agent_2-actionmoveto-[336.0, -28.0]"
974,ActionMoveTo-XY,0.9,ActionWaveHand-agent_1,0.5,ActionPutDown-key_4,0.1,"agent_2-actionmoveto-[126.0, -224.0]"
975,ActionRotateTo-key_5,0.9,ActionFollowPointing,0.5,ActionPerform-eat,0.1,agent_2-actionmoveto-key_5
976,ActionWaveHand-agent_1,0.9,ActionMoveTo-key_5,0.5,ActionPutDown-key_5,0.1,agent_2-actiongrab-key_5
977,ActionOpen-box_4,0.9,ActionPutInto-key_7-box_4,0.5,ActionRotateTo-agent_1,0.1,agent_2-actionmoveto-box_4
978,ActionNodHead-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionunlock-box_4
979,ActionWaveHand-agent_1,0.9,ActionFollowPointing-agent_1,0.5,ActionClose-chess_3,0.1,agent_2-actionopen-box_4
980,ActionPutDown-box_4,0.9,ActionMoveTo-agent_1,0.5,ActionPutDown-key_7,0.1,agent_2-actionnodhead
981,ActionNodHead-agent_1,0.9,ActionWait,0.5,ActionPutInto-key_5-key_5,0.1,agent_2-actionmoveto-table_6
